age_calBP	d18OcarbVPDB	d18OcarbVint	d18Ocarbivc
0	-9.34	-9.34	-9.34
100	-9.54	-9.54	-9.54
200	-9.47	-9.47	-9.47
300	-9.50	-9.50	-9.50
400	-9.33	-9.33	-9.33
500	-9.57	-9.57	-9.57
600	-9.50	-9.50	-9.50
700	-9.59	-9.59	-9.59
800	-9.49	-9.49	-9.49
900	-9.41	-9.41	-9.41
1000	-9.72	-9.72	-9.72
1100	-9.46	-9.46	-9.46
1200	-9.54	-9.54	-9.54
1300	-9.60	-9.60	-9.60
1400	-9.52	-9.52	-9.52
1500	-9.53	-9.53	-9.53
1600	-9.44	-9.44	-9.44
1700	-9.71	-9.71	-9.71
1800	-9.69	-9.69	-9.69
1900	-9.47	-9.47	-9.47
2000	-9.60	-9.60	-9.60
2100	-999	-9.81	-9.81
2200	-10.03	-10.03	-10.03
2300	-999	-9.83	-9.83
2400	-999	-9.63	-9.63
2500	-9.43	-9.43	-9.43
2600	-9.28	-9.28	-9.29
2700	-9.27	-9.27	-9.28
2800	-9.54	-9.54	-9.55
2900	-9.33	-9.33	-9.34
3000	-9.51	-9.51	-9.52
3100	-9.64	-9.64	-9.65
3200	-9.51	-9.51	-9.52
3300	-9.67	-9.67	-9.68
3400	-9.48	-9.48	-9.49
3500	-9.71	-9.71	-9.72
3600	-10.02	-10.02	-10.03
3700	-9.73	-9.73	-9.74
3800	-9.95	-9.95	-9.96
3900	-9.95	-9.95	-9.96
4000	-10.11	-10.11	-10.12
4100	-9.88	-9.88	-9.89
4200	-10.03	-10.03	-10.05
4300	-9.96	-9.96	-9.98
4400	-9.86	-9.86	-9.87
4500	-10.06	-10.06	-10.07
4600	-9.99	-9.99	-10.00
4700	-9.99	-9.99	-10.00
4800	-9.98	-9.98	-9.99
4900	-10.13	-10.13	-10.15
5000	-9.91	-9.91	-9.94
5100	-9.73	-9.73	-9.75
5200	-9.77	-9.77	-9.79
5300	-9.71	-9.71	-9.74
5400	-9.83	-9.83	-9.86
5500	-9.65	-9.65	-9.68
5600	-9.76	-9.76	-9.80
5700	-9.81	-9.81	-9.84
5800	-9.69	-9.69	-9.72
5900	-9.65	-9.65	-9.69
6000	-9.51	-9.51	-9.55
6100	-9.36	-9.36	-9.40
6200	-9.84	-9.84	-9.88
6300	-9.52	-9.52	-9.57
6400	-9.74	-9.74	-9.78
6500	-9.61	-9.61	-9.66
6600	-9.45	-9.45	-9.49
6700	-9.30	-9.30	-9.34
6800	-9.23	-9.23	-9.28
6900	-9.44	-9.44	-9.49
7000	-9.13	-9.13	-9.18
7100	-9.10	-9.10	-9.15
7200	-9.19	-9.19	-9.25
7300	-9.55	-9.55	-9.60
7400	-9.31	-9.31	-9.37
7500	-9.22	-9.22	-9.28
7600	-9.38	-9.38	-9.45
7700	-9.18	-9.18	-9.25
7800	-9.06	-9.06	-9.13
7900	-8.83	-8.83	-8.91
8000	-9.15	-9.15	-9.23
8100	-8.87	-8.87	-8.96
8200	-9.06	-9.06	-9.15
8300	-8.95	-8.95	-9.05
8400	-8.89	-8.89	-9.00
8500	-8.89	-8.89	-9.01
8600	-8.72	-8.72	-8.85
8700	-8.74	-8.74	-8.87
8800	-8.87	-8.87	-9.02
8900	-9.04	-9.04	-9.19
9000	-8.91	-8.91	-9.07
9100	-8.76	-8.76	-8.93
9200	-8.75	-8.75	-8.94
9300	-8.73	-8.73	-8.92
9400	-8.64	-8.64	-8.85
9500	-8.62	-8.62	-8.84
9600	-8.69	-8.69	-8.92
9700	-8.66	-8.66	-8.90
9800	-8.49	-8.49	-8.74
9900	-8.27	-8.27	-8.53
10000	-8.49	-8.49	-8.76
10100	-8.51	-8.51	-8.79
10200	-8.52	-8.52	-8.81
10300	-8.51	-8.51	-8.81
10400	-8.49	-8.49	-8.80
10500	-8.34	-8.34	-8.66
10600	-8.44	-8.44	-8.78
10700	-8.14	-8.14	-8.49
10800	-8.01	-8.01	-8.36
10900	-8.34	-8.34	-8.71
11000	-8.46	-8.46	-8.84
11100	-8.34	-8.34	-8.73
11200	-8.26	-8.26	-8.66
11300	-8.22	-8.22	-8.64
11400	-8.32	-8.32	-8.75
11500	-8.33	-8.33	-8.77
11600	-8.22	-8.22	-8.68
11700	-8.55	-8.55	-9.02
11800	-8.29	-8.29	-8.77
11900	-8.23	-8.23	-8.72
12000	-8.19	-8.19	-8.69
12100	-8.07	-8.07	-8.60
12200	-7.98	-7.98	-8.51
12300	-7.56	-7.56	-8.11
12400	-7.58	-7.58	-8.14
12500	-7.73	-7.73	-8.30
12600	-7.72	-7.72	-8.30
12700	-7.82	-7.82	-8.41
12800	-7.68	-7.68	-8.29
12900	-7.74	-7.74	-8.36
13000	-7.51	-7.51	-8.14
13100	-7.67	-7.67	-8.31
13200	-7.89	-7.89	-8.54
13300	-7.86	-7.86	-8.53
13400	-8.03	-8.03	-8.71
13500	-7.99	-7.99	-8.68
13600	-7.94	-7.94	-8.64
13700	-7.47	-7.47	-8.18
13800	-7.98	-7.98	-8.71
13900	-7.87	-7.87	-8.60
14000	-7.86	-7.86	-8.61
14100	-7.95	-7.95	-8.71
14200	-7.61	-7.61	-8.38
14300	-7.87	-7.87	-8.65
14400	-7.69	-7.69	-8.48
14500	-7.49	-7.49	-8.29
14600	-7.26	-7.26	-8.07
14700	-7.40	-7.40	-8.22
14800	-7.19	-7.19	-8.02
14900	-7.11	-7.11	-7.94
15000	-6.96	-6.96	-7.81
15100	-6.79	-6.79	-7.65
15200	-6.87	-6.87	-7.73
15300	-6.90	-6.90	-7.77
15400	-6.92	-6.92	-7.79
15500	-6.93	-6.93	-7.81
15600	-6.84	-6.84	-7.73
15700	-7.01	-7.01	-7.91
15800	-6.90	-6.90	-7.81
15900	-6.82	-6.82	-7.73
16000	-6.98	-6.98	-7.89
16100	-6.99	-6.99	-7.91
16200	-7.16	-7.16	-8.08
16300	-7.18	-7.18	-8.11
16400	-7.21	-7.21	-8.15
16500	-7.19	-7.19	-8.13
16600	-7.25	-7.25	-8.20
16700	-7.27	-7.27	-8.22
16800	-7.21	-7.21	-8.17
16900	-7.56	-7.56	-8.52
17000	-7.33	-7.33	-8.29
17100	-7.34	-7.34	-8.31
17200	-7.48	-7.48	-8.45
17300	-7.53	-7.53	-8.50
17400	-7.33	-7.33	-8.31
17500	-7.38	-7.38	-8.36
17600	-7.50	-7.50	-8.48
17700	-7.58	-7.58	-8.56
17800	-7.70	-7.70	-8.69
17900	-7.60	-7.60	-8.59
18000	-7.47	-7.47	-8.46
18100	-7.45	-7.45	-8.45
18200	-7.50	-7.50	-8.50
18300	-7.57	-7.57	-8.57
18400	-7.55	-7.55	-8.55
18500	-7.63	-7.63	-8.64
18600	-7.55	-7.55	-8.57
18700	-7.56	-7.56	-8.57
18800	-7.52	-7.52	-8.54
18900	-7.62	-7.62	-8.64
19000	-7.69	-7.69	-8.71
19100	-7.63	-7.63	-8.66
19200	-7.66	-7.66	-8.69
19300	-7.88	-7.88	-8.91
19400	-7.62	-7.62	-8.65
19500	-7.72	-7.72	-8.75
19600	-7.65	-7.65	-8.68
19700	-7.78	-7.78	-8.82
19800	-7.73	-7.73	-8.76
19900	-7.74	-7.74	-8.78
20000	-7.76	-7.76	-8.80
20100	-7.84	-7.84	-8.87
20200	-7.88	-7.88	-8.91
20300	-7.80	-7.80	-8.84
20400	-7.76	-7.76	-8.79
20500	-7.73	-7.73	-8.76
20600	-7.69	-7.69	-8.72
20700	-7.59	-7.59	-8.62
20800	-7.61	-7.61	-8.64
20900	-7.63	-7.63	-8.65
21000	-7.60	-7.60	-8.63
21100	-7.61	-7.61	-8.63
21200	-7.60	-7.60	-8.62
21300	-7.56	-7.56	-8.58
21400	-7.59	-7.59	-8.61
21500	-7.54	-7.54	-8.56
21600	-7.45	-7.45	-8.46
21700	-7.53	-7.53	-8.54
21800	-7.66	-7.66	-8.67
21900	-7.68	-7.68	-8.68
22000	-7.66	-7.66	-8.66
22100	-7.62	-7.62	-8.63
22200	-7.75	-7.75	-8.75
22300	-7.77	-7.77	-8.77
22400	-7.70	-7.70	-8.70
22500	-7.65	-7.65	-8.65
22600	-7.66	-7.66	-8.66
22700	-7.68	-7.68	-8.68
22800	-7.73	-7.73	-8.73
22900	-7.69	-7.69	-8.68
23000	-7.71	-7.71	-8.71
23100	-7.67	-7.67	-8.67
23200	-7.57	-7.57	-8.56
23300	-7.37	-7.37	-8.36
23400	-7.40	-7.40	-8.39
23500	-7.55	-7.55	-8.54
23600	-7.52	-7.52	-8.51
23700	-7.38	-7.38	-8.37
23800	-7.41	-7.41	-8.39
23900	-7.42	-7.42	-8.40
24000	-7.19	-7.19	-8.17
24100	-7.33	-7.33	-8.30
24200	-7.43	-7.43	-8.40
24300	-7.31	-7.31	-8.28
24400	-7.53	-7.53	-8.49
24500	-7.75	-7.75	-8.71
24600	-7.85	-7.85	-8.80
24700	-7.80	-7.80	-8.75
24800	-7.85	-7.85	-8.80
24900	-7.95	-7.95	-8.89
25000	-7.94	-7.94	-8.88
25100	-7.93	-7.93	-8.86
25200	-7.96	-7.96	-8.89
25300	-8.04	-8.04	-8.96
25400	-8.04	-8.04	-8.96
25500	-7.98	-7.98	-8.90
25600	-7.77	-7.77	-8.68
25700	-7.93	-7.93	-8.84
25800	-7.99	-7.99	-8.90
25900	-8.11	-8.11	-9.01
26000	-8.09	-8.09	-8.99
26100	-8.13	-8.13	-9.02
26200	-8.09	-8.09	-8.98
26300	-8.08	-8.08	-8.97
26400	-8.15	-8.15	-9.03
26500	-8.27	-8.27	-9.15
26600	-8.10	-8.10	-8.97
26700	-8.35	-8.35	-9.22
26800	-8.22	-8.22	-9.09
26900	-8.28	-8.28	-9.14
27000	-8.14	-8.14	-9.00
27100	-8.07	-8.07	-8.92
27200	-7.99	-7.99	-8.84
27300	-7.91	-7.91	-8.75
27400	-7.81	-7.81	-8.65
27500	-7.70	-7.70	-8.53
27600	-7.89	-7.89	-8.72
27700	-7.99	-7.99	-8.81
27800	-8.00	-8.00	-8.82
27900	-8.11	-8.11	-8.92
28000	-8.08	-8.08	-8.89
28100	-8.04	-8.04	-8.84
28200	-8.00	-8.00	-8.80
28300	-8.00	-8.00	-8.79
28400	-7.97	-7.97	-8.75
28500	-7.96	-7.96	-8.74
28600	-7.99	-7.99	-8.76
28700	-7.89	-7.89	-8.66
28800	-7.85	-7.85	-8.61
28900	-7.92	-7.92	-8.67
29000	-7.81	-7.81	-8.55
29100	-7.84	-7.84	-8.58
29200	-7.79	-7.79	-8.53
29300	-7.72	-7.72	-8.45
29400	-7.60	-7.60	-8.33
29500	-7.66	-7.66	-8.38
29600	-7.59	-7.59	-8.30
29700	-7.76	-7.76	-8.47
29800	-8.12	-8.12	-8.82
29900	-8.07	-8.07	-8.77
30000	-8.10	-8.10	-8.80
30100	-8.15	-8.15	-8.85
30200	-8.29	-8.29	-8.98
30300	-8.08	-8.08	-8.77
30400	-8.22	-8.22	-8.91
30500	-8.13	-8.13	-8.81
30600	-8.12	-8.12	-8.80
30700	-8.15	-8.15	-8.83
30800	-8.17	-8.17	-8.85
30900	-8.14	-8.14	-8.82
31000	-8.12	-8.12	-8.80
31100	-8.17	-8.17	-8.84
31200	-8.12	-8.12	-8.79
31300	-7.87	-7.87	-8.55
31400	-8.01	-8.01	-8.68
31500	-8.10	-8.10	-8.77
31600	-7.94	-7.94	-8.61
31700	-7.85	-7.85	-8.52
31800	-7.82	-7.82	-8.49
31900	-7.78	-7.78	-8.45
32000	-7.66	-7.66	-8.33
32100	-8.01	-8.01	-8.68
32200	-8.32	-8.32	-8.99
32300	-8.23	-8.23	-8.90
32400	-8.12	-8.12	-8.79
32500	-8.24	-8.24	-8.91
32600	-8.15	-8.15	-8.82
32700	-8.18	-8.18	-8.85
32800	-8.02	-8.02	-8.69
32900	-8.13	-8.13	-8.80
33000	-8.05	-8.05	-8.72
33100	-999	-8.16	-8.83
33200	-8.27	-8.27	-8.94
33300	-8.21	-8.21	-8.88
33400	-8.27	-8.27	-8.94
33500	-8.19	-8.19	-8.86
33600	-8.14	-8.14	-8.81
33700	-8.14	-8.14	-8.81
33800	-8.15	-8.15	-8.82
33900	-8.05	-8.05	-8.72
34000	-7.98	-7.98	-8.65
34100	-8.12	-8.12	-8.79
34200	-8.18	-8.18	-8.85
34300	-8.03	-8.03	-8.70
34400	-999	-8.03	-8.71
34500	-999	-8.04	-8.71
34600	-8.04	-8.04	-8.72
34700	-8.10	-8.10	-8.78
34800	-8.10	-8.10	-8.78
34900	-8.07	-8.07	-8.75
35000	-8.06	-8.06	-8.74
35100	-8.17	-8.17	-8.85
35200	-8.10	-8.10	-8.78
35300	-8.04	-8.04	-8.72
35400	-8.08	-8.08	-8.76
35500	-8.13	-8.13	-8.81
35600	-8.02	-8.02	-8.70
35700	-8.05	-8.05	-8.73
35800	-8.04	-8.04	-8.71
35900	-8.11	-8.11	-8.78
36000	-8.12	-8.12	-8.79
36100	-7.95	-7.95	-8.62
36200	-7.98	-7.98	-8.64
36300	-7.94	-7.94	-8.60
36400	-8.11	-8.11	-8.77
36500	-7.99	-7.99	-8.64
36600	-7.98	-7.98	-8.63
36700	-8.12	-8.12	-8.76
36800	-7.99	-7.99	-8.63
36900	-8.10	-8.10	-8.73
37000	-8.11	-8.11	-8.74
37100	-8.04	-8.04	-8.66
37200	-8.10	-8.10	-8.72
37300	-8.08	-8.08	-8.69
37400	-7.95	-7.95	-8.56
37500	-7.98	-7.98	-8.58
37600	-7.97	-7.97	-8.56
37700	-7.99	-7.99	-8.58
37800	-7.97	-7.97	-8.55
37900	-8.07	-8.07	-8.65
38000	-8.05	-8.05	-8.62
38100	-8.00	-8.00	-8.56
38200	-8.09	-8.09	-8.65
38300	-7.91	-7.91	-8.46
38400	-8.05	-8.05	-8.60
38500	-7.88	-7.88	-8.42
38600	-7.92	-7.92	-8.46
38700	-7.94	-7.94	-8.48
38800	-999	-7.89	-8.42
38900	-7.84	-7.84	-8.37
39000	-7.93	-7.93	-8.46
39100	-7.84	-7.84	-8.37
39200	-7.74	-7.74	-8.27
39300	-7.27	-7.27	-7.80
39400	-7.46	-7.46	-7.99
39500	-7.69	-7.69	-8.22
39600	-7.76	-7.76	-8.29
39700	-7.87	-7.87	-8.40
39800	-8.04	-8.04	-8.57
39900	-8.01	-8.01	-8.55
40000	-8.04	-8.04	-8.57
40100	-8.01	-8.01	-8.55
40200	-8.15	-8.15	-8.70
40300	-8.26	-8.26	-8.81
40400	-8.29	-8.29	-8.84
40500	-8.22	-8.22	-8.77
40600	-8.21	-8.21	-8.77
40700	-8.18	-8.18	-8.74
40800	-8.09	-8.09	-8.65
40900	-8.25	-8.25	-8.82
41000	-8.23	-8.23	-8.80
41100	-8.34	-8.34	-8.91
41200	-8.18	-8.18	-8.76
41300	-8.23	-8.23	-8.81
41400	-8.29	-8.29	-8.87
41500	-8.60	-8.60	-9.18
41600	-8.78	-8.78	-9.37
41700	-8.64	-8.64	-9.23
41800	-8.56	-8.56	-9.15
41900	-8.22	-8.22	-8.82
42000	-999	-8.37	-8.97
42100	-8.52	-8.52	-9.12
42200	-8.60	-8.60	-9.21
42300	-999	-8.64	-9.24
42400	-8.67	-8.67	-9.28
42500	-8.51	-8.51	-9.13
42600	-8.58	-8.58	-9.20
42700	-999	-8.63	-9.25
42800	-8.68	-8.68	-9.30
42900	-8.55	-8.55	-9.18
43000	-8.37	-8.37	-9.00
43100	-999	-8.50	-9.13
43200	-8.62	-8.62	-9.25
43300	-8.42	-8.42	-9.05
43400	-8.30	-8.30	-8.94
43500	-999	-8.31	-8.94
43600	-8.31	-8.31	-8.95
43700	-8.19	-8.19	-8.83
43800	-8.11	-8.11	-8.75
43900	-999	-8.14	-8.77
44000	-8.16	-8.16	-8.80
44100	-8.25	-8.25	-8.89
44200	-8.29	-8.29	-8.93
44300	-999	-8.44	-9.07
44400	-8.58	-8.58	-9.22
44500	-8.66	-8.66	-9.30
44600	-8.32	-8.32	-8.96
44700	-8.57	-8.57	-9.20
44800	-999	-8.47	-9.10
44900	-8.37	-8.37	-9.00
45000	-8.76	-8.76	-9.39
45100	-8.38	-8.38	-9.01
45200	-8.31	-8.31	-8.93
45300	-8.68	-8.68	-9.30
45400	-999	-8.61	-9.23
45500	-8.54	-8.54	-9.16
45600	-8.77	-8.77	-9.39
45700	-8.93	-8.93	-9.54
45800	-8.57	-8.57	-9.18
45900	-999	-8.60	-9.21
46000	-8.62	-8.62	-9.23
46100	-8.88	-8.88	-9.49
46200	-8.63	-8.63	-9.24
46300	-8.34	-8.34	-8.95
46400	-8.30	-8.30	-8.91
46500	-8.60	-8.60	-9.21
46600	-8.34	-8.34	-8.95
46700	-8.33	-8.33	-8.94
46800	-8.32	-8.32	-8.94
46900	-999	-8.36	-8.98
47000	-999	-8.40	-9.02
47100	-8.44	-8.44	-9.06
47200	-8.35	-8.35	-8.97
47300	-8.18	-8.18	-8.80
47400	-7.96	-7.96	-8.59
47500	-8.09	-8.09	-8.72
47600	-7.90	-7.90	-8.53
47700	-7.91	-7.91	-8.54
47800	-8.09	-8.09	-8.72
47900	-8.13	-8.13	-8.76
48000	-7.99	-7.99	-8.62
48100	-7.86	-7.86	-8.49
48200	-999	-7.70	-8.32
48300	-7.53	-7.53	-8.16
48400	-7.55	-7.55	-8.18
48500	-8.15	-8.15	-8.78
48600	-8.39	-8.39	-9.01
48700	-8.47	-8.47	-9.09
48800	-8.17	-8.17	-8.79
48900	-999	-8.29	-8.91
49000	-8.41	-8.41	-9.03
49100	-8.50	-8.50	-9.12
49200	-8.51	-8.51	-9.13
49300	-999	-8.53	-9.15
49400	-8.55	-8.55	-9.17
49500	-8.72	-8.72	-9.33
49600	-8.67	-8.67	-9.28
49700	-999	-8.63	-9.24
49800	-8.58	-8.58	-9.19
49900	-8.71	-8.71	-9.32
50000	-999	-8.72	-9.33
50100	-999	-8.72	-9.33
50200	-8.73	-8.73	-9.34
50300	-999	-8.76	-9.36
50400	-999	-8.79	-9.39
50500	-8.82	-8.82	-9.42
50600	-999	-8.64	-9.24
50700	-8.46	-8.46	-9.06
50800	-999	-8.52	-9.11
50900	-999	-8.58	-9.17
51000	-8.64	-8.64	-9.23
51100	-999	-8.58	-9.17
51200	-999	-8.52	-9.10
51300	-8.46	-8.46	-9.04
51400	-999	-8.52	-9.10
51500	-8.58	-8.58	-9.15
51600	-999	-8.52	-9.09
51700	-999	-8.47	-9.03
51800	-8.41	-8.41	-8.97
51900	-999	-8.45	-9.00
52000	-999	-8.49	-9.04
52100	-8.53	-8.53	-9.07
52200	-999	-8.56	-9.10
52300	-999	-8.60	-9.13
52400	-8.63	-8.63	-9.16
52500	-999	-8.59	-9.10
52600	-8.54	-8.54	-9.05
52700	-999	-8.50	-9.01
52800	-999	-8.47	-8.97
52900	-8.43	-8.43	-8.93
53000	-999	-8.41	-8.90
53100	-999	-8.40	-8.88
53200	-8.38	-8.38	-8.86
53300	-999	-8.37	-8.84
53400	-999	-8.35	-8.82
53500	-8.34	-8.34	-8.81
53600	-999	-8.33	-8.79
53700	-8.31	-8.31	-8.77
53800	-999	-8.35	-8.81
53900	-999	-8.40	-8.85
54000	-8.44	-8.44	-8.89
54100	-999	-8.35	-8.79
54200	-999	-8.25	-8.70
54300	-8.16	-8.16	-8.60
54400	-999	-8.11	-8.55
54500	-8.06	-8.06	-8.50
54600	-999	-8.05	-8.49
54700	-999	-8.04	-8.48
54800	-8.03	-8.03	-8.47
54900	-999	-8.17	-8.60
55000	-8.30	-8.30	-8.74
55100	-999	-8.30	-8.74
55200	-8.29	-8.29	-8.73
55300	-999	-8.31	-8.75
55400	-8.32	-8.32	-8.77
55500	-999	-8.37	-8.82
55600	-8.42	-8.42	-8.88
55700	-999	-8.38	-8.84
55800	-999	-8.35	-8.81
55900	-8.31	-8.31	-8.78
56000	-999	-8.36	-8.83
56100	-8.40	-8.40	-8.87
56200	-999	-8.34	-8.81
56300	-8.27	-8.27	-8.75
56400	-999	-8.30	-8.78
56500	-8.32	-8.32	-8.81
56600	-999	-8.35	-8.84
56700	-8.38	-8.38	-8.87
56800	-999	-8.47	-8.96
56900	-999	-8.55	-9.05
57000	-8.64	-8.64	-9.14
57100	-999	-8.55	-9.05
57200	-8.46	-8.46	-8.96
57300	-999	-8.34	-8.84
57400	-8.21	-8.21	-8.72
57500	-999	-8.29	-8.80
57600	-8.37	-8.37	-8.88
57700	-999	-8.35	-8.86
57800	-8.33	-8.33	-8.84
57900	-999	-8.27	-8.78
58000	-999	-8.21	-8.72
58100	-8.15	-8.15	-8.66
58200	-999	-8.25	-8.76
58300	-8.35	-8.35	-8.86
58400	-999	-8.31	-8.81
58500	-8.27	-8.27	-8.77
58600	-999	-8.26	-8.75
58700	-8.24	-8.24	-8.73
58800	-999	-8.19	-8.68
58900	-8.14	-8.14	-8.62
59000	-999	-8.09	-8.57
59100	-999	-8.05	-8.52
59200	-8.00	-8.00	-8.47
59300	-999	-7.88	-8.35
59400	-7.76	-7.76	-8.22
59500	-999	-7.68	-8.13
59600	-7.60	-7.60	-8.05
59700	-999	-7.64	-8.09
59800	-999	-7.69	-8.13
59900	-7.73	-7.73	-8.16
60000	-999	-7.71	-8.14
60100	-999	-7.70	-8.12
60200	-999	-7.68	-8.10
60300	-7.66	-7.66	-8.08
60400	-999	-7.72	-8.14
60500	-999	-7.79	-8.20
60600	-7.85	-7.85	-8.26
60700	-999	-7.87	-8.28
60800	-999	-7.90	-8.30
60900	-999	-7.92	-8.33
61000	-7.94	-7.94	-8.35
61100	-999	-7.88	-8.29
61200	-999	-7.83	-8.24
61300	-999	-7.77	-8.18
61400	-7.71	-7.71	-8.13
61500	-999	-7.71	-8.13
61600	-999	-7.70	-8.13
61700	-999	-7.70	-8.13
61800	-7.69	-7.69	-8.13
61900	-8.16	-8.16	-8.61
62000	-999	-8.11	-8.57
62100	-8.06	-8.06	-8.53
62200	-999	-8.08	-8.55
62300	-8.09	-8.09	-8.58
62400	-999	-8.09	-8.59
62500	-8.08	-8.08	-8.59
62600	-999	-8.12	-8.64
62700	-8.16	-8.16	-8.69
62800	-999	-8.26	-8.80
62900	-8.35	-8.35	-8.91
63000	-999	-8.22	-8.78
63100	-8.08	-8.08	-8.66
63200	-999	-8.24	-8.83
63300	-8.39	-8.39	-8.99
63400	-999	-8.33	-8.94
63500	-8.26	-8.26	-8.88
63600	-999	-8.44	-9.07
63700	-8.61	-8.61	-9.25
63800	-999	-8.43	-9.08
63900	-8.25	-8.25	-8.91
64000	-999	-8.25	-8.91
64100	-8.24	-8.24	-8.92
64200	-999	-8.30	-8.98
64300	-8.36	-8.36	-9.05
64400	-999	-8.43	-9.13
64500	-8.50	-8.50	-9.20
64600	-999	-8.49	-9.20
64700	-8.48	-8.48	-9.19
64800	-999	-8.48	-9.19
64900	-999	-8.48	-9.20
65000	-999	-8.48	-9.20
65100	-8.48	-8.48	-9.20
65200	-999	-8.43	-9.15
65300	-8.37	-8.37	-9.09
65400	-999	-8.45	-9.17
65500	-8.53	-8.53	-9.25
65600	-999	-8.47	-9.19
65700	-8.40	-8.40	-9.12
65800	-999	-8.55	-9.27
65900	-8.70	-8.70	-9.42
66000	-999	-8.63	-9.34
66100	-8.55	-8.55	-9.27
66200	-999	-8.57	-9.28
66300	-8.58	-8.58	-9.29
66400	-999	-8.52	-9.23
66500	-8.46	-8.46	-9.17
66600	-999	-8.50	-9.20
66700	-8.54	-8.54	-9.24
66800	-999	-8.48	-9.17
66900	-8.41	-8.41	-9.10
67000	-999	-8.51	-9.20
67100	-8.61	-8.61	-9.30
67200	-999	-8.64	-9.32
67300	-8.67	-8.67	-9.35
67400	-999	-8.76	-9.44
67500	-8.85	-8.85	-9.52
67600	-999	-8.93	-9.60
67700	-9.01	-9.01	-9.68
67800	-999	-8.97	-9.63
67900	-8.93	-8.93	-9.59
68000	-999	-8.90	-9.56
68100	-8.87	-8.87	-9.53
68200	-999	-8.92	-9.58
68300	-8.97	-8.97	-9.62
68400	-999	-9.04	-9.69
68500	-9.11	-9.11	-9.76
68600	-999	-8.98	-9.63
68700	-8.85	-8.85	-9.50
68800	-999	-8.82	-9.47
68900	-8.78	-8.78	-9.43
69000	-999	-8.92	-9.56
69100	-9.05	-9.05	-9.70
69200	-999	-8.94	-9.59
69300	-8.83	-8.83	-9.48
69400	-999	-8.94	-9.58
69500	-9.04	-9.04	-9.69
69600	-999	-9.02	-9.66
69700	-9.00	-9.00	-9.64
69800	-999	-9.01	-9.65
69900	-9.01	-9.01	-9.65
70000	-999	-9.07	-9.71
70100	-9.13	-9.13	-9.77
70200	-999	-9.25	-9.89
70300	-9.37	-9.37	-10.00
70400	-999	-9.40	-10.03
70500	-9.42	-9.42	-10.05
70600	-999	-9.47	-10.09
70700	-9.51	-9.51	-10.13
70800	-999	-9.56	-10.18
70900	-9.60	-9.60	-10.22
71000	-999	-9.68	-10.30
71100	-9.76	-9.76	-10.38
71200	-999	-9.75	-10.36
71300	-9.73	-9.73	-10.35
71400	-999	-9.71	-10.32
71500	-9.68	-9.68	-10.29
71600	-999	-9.66	-10.27
71700	-9.64	-9.64	-10.25
71800	-999	-9.22	-9.83
71900	-8.80	-8.80	-9.40
72000	-999	-8.72	-9.32
72100	-999	-8.64	-9.23
72200	-8.56	-8.56	-9.15
72300	-999	-8.61	-9.19
72400	-8.66	-8.66	-9.23
72500	-999	-8.60	-9.17
72600	-999	-8.54	-9.10
72700	-8.48	-8.48	-9.03
72800	-999	-8.57	-9.10
72900	-8.65	-8.65	-9.17
73000	-999	-8.83	-9.34
73100	-9.01	-9.01	-9.51
73200	-999	-9.05	-9.53
73300	-9.09	-9.09	-9.56
73400	-999	-9.34	-9.79
73500	-999	-9.59	-10.03
73600	-9.84	-9.84	-10.27
73700	-999	-9.92	-10.33
73800	-10.00	-10.00	-10.40
73900	-10.37	-10.37	-10.76
74000	-10.13	-10.13	-10.51
74100	-10.31	-10.31	-10.68
74200	-10.20	-10.20	-10.56
74300	-10.18	-10.18	-10.54
74400	-10.06	-10.06	-10.41
74500	-10.38	-10.38	-10.73
74600	-10.33	-10.33	-10.68
74700	-10.25	-10.25	-10.59
