age,temp
68600,-5.231756097560976
68700,-5.277508038585209
68800,-5.269469453376206
68900,-5.261430868167203
69000,-5.2533922829582
69100,-5.245353697749197
69200,-5.237315112540193
69300,-5.231092564491655
69400,-5.243232169954477
69500,-5.2553717754172995
69600,-5.267511380880121
69700,-5.2796509863429435
69800,-5.291790591805766
69900,-5.303930197268588
70000,-5.337900146842878
70100,-5.393700440528634
70200,-5.44950073421439
70300,-5.505301027900147
70400,-5.5611013215859035
70500,-5.61690161527166
70600,-5.672701908957416
70700,-5.703663366336634
70800,-5.723465346534653
70900,-5.743267326732673
71000,-5.763069306930693
71100,-5.782871287128713
71200,-5.802673267326733
71300,-5.8224752475247525
71400,-5.8491036414565825
71500,-5.879915966386554
71600,-5.910728291316526
71700,-5.941540616246499
71800,-5.972352941176471
71900,-6.003165266106443
72000,-6.033977591036415
72100,-6.044122448979592
72200,-6.031877551020408
72300,-6.019632653061224
72400,-6.007387755102041
72500,-5.995142857142857
72600,-5.982897959183673
72700,-5.97065306122449
72800,-5.962684365781711
72900,-5.983333333333333
73000,-6.003982300884956
73100,-6.024631268436578
73200,-6.0452802359882005
73300,-6.065929203539823
73400,-6.086578171091445
73500,-6.0508185538881305
73600,-5.910300136425648
73700,-5.769781718963165
73800,-5.629263301500682
73900,-5.4887448840382
74000,-5.348226466575716
74100,-5.207708049113234
74200,-5.070268292682927
74300,-5.083682926829269
74400,-5.09709756097561
74500,-5.110512195121951
74600,-5.123926829268293
74700,-5.137341463414634
74800,-5.150756097560976
74900,-5.164170731707316
75000,-5.177585365853658
75100,-5.242403204272363
75200,-5.3185046728971965
75300,-5.394606141522029
75400,-5.470707610146862
75500,-5.5468090787716955
75600,-5.622910547396529
75700,-5.699012016021362
75800,-5.810754966887417
75900,-5.994860927152318
76000,-6.178966887417219
76100,-6.363072847682119
76200,-6.54717880794702
76300,-6.73128476821192
76400,-6.915390728476821
76500,-7.099496688741722
76600,-7.2375
76700,-7.3625
76800,-7.4875
76900,-7.6125
77000,-7.7375
77100,-7.8625
77200,-7.9875
77300,-8.1125
77400,-8.2375
77500,-8.337171717171717
77600,-8.387676767676767
77700,-8.438181818181818
77800,-8.48868686868687
77900,-8.53919191919192
78000,-8.58969696969697
78100,-8.64020202020202
78200,-8.69070707070707
78300,-8.74121212121212
78400,-8.727440273037542
78500,-8.628464163822525
78600,-8.529488054607508
78700,-8.43051194539249
78800,-8.331535836177475
78900,-8.232559726962457
79000,-8.13358361774744
79100,-8.034607508532423
79200,-7.935631399317407
79300,-7.835412844036697
79400,-7.734495412844037
79500,-7.633577981651376
79600,-7.532660550458716
79700,-7.431743119266055
79800,-7.330825688073395
79900,-7.229908256880734
80000,-7.129754098360656
80100,-7.10516393442623
80200,-7.080573770491803
80300,-7.055983606557377
80400,-7.03139344262295
80500,-7.006803278688524
80600,-6.9822131147540984
80700,-6.957622950819672
80800,-6.933032786885246
80900,-6.8924967490247075
81000,-6.833979193758127
81100,-6.775461638491548
81200,-6.716944083224967
81300,-6.658426527958388
81400,-6.599908972691807
81500,-6.541391417425228
81600,-6.482873862158647
81700,-6.445139442231076
81800,-6.413266932270917
81900,-6.381394422310757
82000,-6.349521912350598
82100,-6.317649402390439
82200,-6.285776892430279
82300,-6.25390438247012
82400,-6.209084967320262
82500,-6.125424836601308
82600,-6.041764705882353
82700,-5.958104575163399
82800,-5.874444444444444
82900,-5.79078431372549
83000,-5.707124183006536
83100,-5.623464052287582
83200,-5.561633237822349
83300,-5.514355300859599
83400,-5.467077363896848
83500,-5.419799426934097
83600,-5.372521489971347
83700,-5.325243553008596
83800,-5.2779656160458455
83900,-5.254553440702781
84000,-5.245768667642753
84100,-5.236983894582723
84200,-5.228199121522694
84300,-5.2194143484626645
84400,-5.210629575402636
84500,-5.201844802342606
84600,-5.085797317436662
84700,-4.94123695976155
84800,-4.796676602086438
84900,-4.652116244411326
85000,-4.507555886736215
85100,-4.362995529061103
85200,-4.227653631284917
85300,-4.198324022346369
85400,-4.168994413407821
85500,-4.139664804469274
85600,-4.110335195530726
85700,-4.081005586592179
85800,-4.051675977653631
85900,-4.022346368715083
86000,-4.003812316715542
86100,-3.9862170087976536
86200,-3.968621700879765
86300,-3.9510263929618765
86400,-3.933431085043988
86500,-3.9158357771260994
86600,-3.905847076461769
86700,-3.96431784107946
86800,-4.022788605697151
86900,-4.081259370314843
87000,-4.139730134932534
87100,-4.1982008995502245
87200,-4.256671664167916
87300,-4.283445121951219
87400,-4.268201219512195
87500,-4.252957317073171
87600,-4.237713414634147
87700,-4.222469512195122
87800,-4.207225609756098
87900,-4.1919817073170735
88000,-4.171290322580646
88100,-4.14978494623656
88200,-4.128279569892474
88300,-4.106774193548387
88400,-4.085268817204301
88500,-4.063763440860215
88600,-4.047142857142857
88700,-4.039206349206349
88800,-4.031269841269841
88900,-4.023333333333333
89000,-4.0153968253968255
89100,-4.007460317460318
89200,-4.000573248407643
89300,-4.0101273885350315
89400,-4.01968152866242
89500,-4.029235668789808
89600,-4.038789808917198
89700,-4.048343949044586
89800,-4.0578980891719745
89900,-4.036081771720613
90000,-4.00541737649063
90100,-3.974752981260647
90200,-3.9440885860306643
90300,-3.9134241908006815
90400,-3.8827597955706983
90500,-3.901965517241379
90600,-3.9261034482758617
90700,-3.9502413793103446
90800,-3.974379310344827
90900,-3.99851724137931
91000,-4.010052173913043
91100,-3.9196173913043477
91200,-3.829182608695652
91300,-3.738747826086956
91400,-3.648313043478261
91500,-3.557878260869565
91600,-3.5038162544169613
91700,-3.514416961130742
91800,-3.525017667844523
91900,-3.535618374558304
92000,-3.546219081272085
92100,-3.556819787985866
92200,-3.573799283154122
92300,-3.5935125448028673
92400,-3.613225806451613
92500,-3.6329390681003586
92600,-3.652652329749104
92700,-3.6706766917293234
92800,-3.676315789473684
92900,-3.681954887218045
93000,-3.687593984962406
93100,-3.693233082706767
93200,-3.698872180451128
93300,-3.707843137254902
93400,-3.7176470588235295
93500,-3.727450980392157
93600,-3.7372549019607844
93700,-3.7470588235294118
93800,-3.7094
93900,-3.6514
94000,-3.5934
94100,-3.5354
94200,-3.4774
94300,-3.423768115942029
94400,-3.372008281573499
94500,-3.320248447204969
94600,-3.268488612836439
94700,-3.216728778467909
94800,-3.21
94900,-3.21
95000,-3.21
95100,-3.21
95200,-3.2009297052154193
95300,-3.1646485260770976
95400,-3.1283673469387754
95500,-3.092086167800453
95600,-3.0558049886621315
95700,-2.9970093457943925
95800,-2.93392523364486
95900,-2.870841121495327
